_article_id,citation_contexts/citation_context/0/raw_citance,citation_contexts/citation_context/0/ctx_ref/0/_cit_str_original,citation_end,citation_contexts/citation_context/0/ctx_ref/0/_function,citation_contexts/citation_context/0/ctx_ref/0/_function_originally_annotated,citation_contexts/citation_context/0/ctx_ref/0/_polarity,citation_contexts_ref_id,citation_contexts/citation_context/0/ctx_ref/0/_reliable,citation_contexts_start,citation_contexts/citation_context/0/ctx_ref/0/_target,citation_contexts/citation_context/0/ctx_ref/0/_type,citation_contexts/citation_context/0/ctx_ref/0/__text,citation_contexts/citation_context/0/ctx_s/0/_ctx_id,citation_contexts/citation_context/0/ctx_s/0/_ctx_s_id,citation_contexts/citation_context/0/ctx_s/0/_s_id,citation_contexts/citation_context/0/ctx_s/0/_useful,citation_contexts/citation_context/0/ctx_s/0/__text,citation_contexts/citation_context/0/ctx_s/1/_ctx_id,citation_contexts/citation_context/0/ctx_s/1/_ctx_s_id,citation_contexts/citation_context/0/ctx_s/1/_s_id,citation_contexts/citation_context/0/ctx_s/1/_useful,citation_contexts/citation_context/0/ctx_s/1/__text,citation_contexts/citation_context/0/ctx_s/2/_ctx_id,citation_contexts/citation_context/0/ctx_s/2/_ctx_s_id,citation_contexts/citation_context/0/ctx_s/2/_s_id,citation_contexts/citation_context/0/ctx_s/2/_useful,citation_contexts/citation_context/0/ctx_s/2/__text,citation_contexts/citation_context/0/ctx_s/3/_ctx_id,citation_contexts/citation_context/0/ctx_s/3/_ctx_s_id,citation_contexts/citation_context/0/ctx_s/3/_s_id,citation_contexts/citation_context/0/ctx_s/3/_useful,citation_contexts/citation_context/0/ctx_s/3/__text,citation_contexts/citation_context/0/ctx_s/4/_ctx_id,citation_contexts/citation_context/0/ctx_s/4/_ctx_s_id,citation_contexts/citation_context/0/ctx_s/4/_s_id,citation_contexts/citation_context/0/ctx_s/4/_useful,citation_contexts/citation_context/0/ctx_s/4/__text,citation_contexts/citation_context/0/ctx_s/5/_ctx_id,citation_contexts/citation_context/0/ctx_s/5/_ctx_s_id,citation_contexts/citation_context/0/ctx_s/5/_s_id,citation_contexts/citation_context/0/ctx_s/5/_useful,citation_contexts/citation_context/0/ctx_s/5/__text,citation_contexts/citation_context/0/_mapped,citation_contexts/citation_context/0/_ref_ids,citation_contexts/citation_context/0/_reliable,citation_contexts/citation_context/0/_s_id,citation_contexts/citation_context/0/_section_header,citation_contexts/citation_context/0/_section_number,citation_contexts/citation_context/1/raw_citance,citation_contexts/citation_context/1/ctx_ref/0/_cit_str_original,citation_contexts/citation_context/1/ctx_ref/0/_end,citation_contexts/citation_context/1/ctx_ref/0/_function,citation_contexts/citation_context/1/ctx_ref/0/_function_originally_annotated,citation_contexts/citation_context/1/ctx_ref/0/_polarity,citation_contexts/citation_context/1/ctx_ref/0/_ref_id,citation_contexts/citation_context/1/ctx_ref/0/_reliable,citation_contexts/citation_context/1/ctx_ref/0/_start,citation_contexts/citation_context/1/ctx_ref/0/_target,citation_contexts/citation_context/1/ctx_ref/0/_type,citation_contexts/citation_context/1/ctx_ref/0/__text,citation_contexts/citation_context/1/ctx_s/0/_ctx_id,citation_contexts/citation_context/1/ctx_s/0/_ctx_s_id,citation_contexts/citation_context/1/ctx_s/0/_s_id,citation_contexts/citation_context/1/ctx_s/0/_useful,citation_contexts/citation_context/1/ctx_s/0/__text,citation_contexts/citation_context/1/ctx_s/1/_ctx_id,citation_contexts/citation_context/1/ctx_s/1/_ctx_s_id,citation_contexts/citation_context/1/ctx_s/1/_s_id,citation_contexts/citation_context/1/ctx_s/1/_useful,citation_contexts/citation_context/1/ctx_s/1/__text,citation_contexts/citation_context/1/ctx_s/2/_ctx_id,citation_contexts/citation_context/1/ctx_s/2/_ctx_s_id,citation_contexts/citation_context/1/ctx_s/2/_s_id,citation_contexts/citation_context/1/ctx_s/2/_useful,citation_contexts/citation_context/1/ctx_s/2/__text,citation_contexts/citation_context/1/ctx_s/3/_ctx_id,citation_contexts/citation_context/1/ctx_s/3/_ctx_s_id,citation_contexts/citation_context/1/ctx_s/3/_s_id,citation_contexts/citation_context/1/ctx_s/3/_useful,citation_contexts/citation_context/1/ctx_s/3/__text,citation_contexts/citation_context/1/ctx_s/4/_ctx_id,citation_contexts/citation_context/1/ctx_s/4/_ctx_s_id,citation_contexts/citation_context/1/ctx_s/4/_s_id,citation_contexts/citation_context/1/ctx_s/4/_useful,citation_contexts/citation_context/1/ctx_s/4/__text,citation_contexts/citation_context/1/ctx_s/5/_ctx_id,citation_contexts/citation_context/1/ctx_s/5/_ctx_s_id,citation_contexts/citation_context/1/ctx_s/5/_s_id,citation_contexts/citation_context/1/ctx_s/5/_useful,citation_contexts/citation_context/1/ctx_s/5/__text,citation_contexts/citation_context/1/_mapped,citation_contexts/citation_context/1/_ref_ids,citation_contexts/citation_context/1/_reliable,citation_contexts/citation_context/1/_s_id,citation_contexts/citation_context/1/_section_header,citation_contexts/citation_context/1/_section_number,citation_contexts/citation_context/0/ctx_ref/1/_cit_str_original,citation_contexts/citation_context/0/ctx_ref/1/_end,citation_contexts/citation_context/0/ctx_ref/1/_function,citation_contexts/citation_context/0/ctx_ref/1/_function_originally_annotated,citation_contexts/citation_context/0/ctx_ref/1/_polarity,citation_contexts/citation_context/0/ctx_ref/1/_ref_id,citation_contexts/citation_context/0/ctx_ref/1/_reliable,citation_contexts/citation_context/0/ctx_ref/1/_start,citation_contexts/citation_context/0/ctx_ref/1/_target,citation_contexts/citation_context/0/ctx_ref/1/_type,citation_contexts/citation_context/0/ctx_ref/1/__text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W97-0313,"Our approach was motivated by Yarowsky's word sense disambiguation algorithm Yarowsky 1992 and the notion of statistical salience , although our system uses somewhat different statistical measures and techniques .",Yarowsky 1992,115,CoCoGM,CoCoGM,UNK,3,TRUE,4,#b12,bibr,"(Yarowsky, 1992)",,,,,,,,,,,,2,-2,25,N,"Our work is based on the observation that category members are often surrounded by other category members in text, for example in conjunctions (lions and tigers and bears), lists (lions, tigers, bears...), appositives (the stallion, a white Arabian), and nominal compounds (Arabian stallion; tuna fish).",2,-1,26,N,"Given a few category members, we wondered whether it would be possible to collect surrounding contexts and use statistics to identify other words that also belong to the category.",2,0,27,N,"Our approach was motivated by Yarowsky's word sense disambiguation algorithm (Yarowsky, 1992) and the notion of statistical salience, although our system uses somewhat different statistical measures and techniques.",2,1,28,N,We begin with a small set of seed words for a category.,TRUE,3,TRUE,27,Generating a Semantic Lexicon,UNKNOW SECTION NUMBER,2,2,29,N,"We experimented with different numbers of seed words, but were surprised to find that only 5 seed words per category worked quite well.",2,3,30,N,"As an example, the seed word lists used in our experiments are shown below.",Note that our context window is much narrower than those used by other researchers Yarowsky 1992 .,Yarowsky 1992,99,CoCoGM,CoCoGM,UNK,4,TRUE,83,bibr,"(Yarowsky, 1992)",3,-2,49,N,"We collected only nouns under the assumption that most, if not all, true category members would be nouns3 .",3,-1,50,N,The context windows do not cut across sentence boundaries.,3,0,51,N,"Note that our context window is much narrower than those used by other researchers (Yarowsky, 1992).",3,1,52,N,We experimented with larger window sizes and found that the narrow windows more consistently included words related to the target category.,3,2,53,N,"Given the context windows for a category, we compute a category score for each word, which is essentially the conditional probability that the word appears in a category context.",3,3,54,N,The category score of a word W for category C is defined as:,TRUE,4,TRUE,51,Generating a Semantic Lexicon,UNKNOW SECTION NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#b12,"Some systems learn the meanings of unknown words using expectations derived from other word definitions in the surrounding context ( e.g. , Granger 1977 , Carbonell 1979 , Jacobs and Zernik 1988 , Hastings and Lytinen 1994 ) .",Granger 1977,153,CoCoGM,CoCoGM,UNK,9,TRUE,138,#b5,bibr,"(Granger, 1977;",8,-2,197,N,But there is no question that semantic knowledge is essential for many problems in natural language processing.,8,-1,198,N,"Most of the time semantic knowledge is defined manually for the target application, but several techniques have been developed for generating semantic knowledge automatically.",8,0,199,N,"Some systems learn the meanings of unknown words using expectations derived from other word definitions in the surrounding context (e.g., (Granger, 1977;Carbonell, 1979;Jacobs and Zernik, 1988;Hastings and Lytinen, 1994)).",8,1,200,N,"Other approaches use example or case-based methods to match unknown word contexts against previously seen word contexts (e.g., (Berwick, 1989;Cardie, 1993)).",8,2,201,N,"Our task orientation is a bit different because we are trying to construct a semantic lexicon for a target category, instead of classifying unknown or polysemous words in context.",8,3,202,N,"To our knowledge, our system is the first one aimed at building semantic lexicons from raw text without using any additional semantic knowledge.",TRUE,"9,10,11,12",TRUE,199,Conclusions,5,Carbonell 1979,169,CoCoGM,CoCoGM,UNK,10,TRUE,153,#b2,bibr,"Carbonell, 1979;",Jacobs and Zernik 1988,193,CoCoGM,CoCoGM,UNK,11,TRUE,169,#b7,bibr,"Jacobs and Zernik, 1988;",Hastings and Lytinen 1994,220,CoCoGM,CoCoGM,UNK,12,TRUE,193,#b6,bibr,"Hastings and Lytinen, 1994)","Other approaches use example or case-based methods to match unknown word contexts against previously seen word contexts ( e.g. , Berwick 1989 , Cardie 1993 ) .",Berwick 1989,142,CoCoGM,CoCoGM,UNK,13,TRUE,127,#b0,bibr,"(Berwick, 1989;",Cardie 1993,155,CoCoGM,CoCoGM,UNK,14,TRUE,142,#b3,bibr,"Cardie, 1993)",9,-2,198,N,"Most of the time semantic knowledge is defined manually for the target application, but several techniques have been developed for generating semantic knowledge automatically.",9,-1,199,N,"Some systems learn the meanings of unknown words using expectations derived from other word definitions in the surrounding context (e.g., (Granger, 1977;Carbonell, 1979;Jacobs and Zernik, 1988;Hastings and Lytinen, 1994)).",9,0,200,N,"Other approaches use example or case-based methods to match unknown word contexts against previously seen word contexts (e.g., (Berwick, 1989;Cardie, 1993)).",9,1,201,N,"Our task orientation is a bit different because we are trying to construct a semantic lexicon for a target category, instead of classifying unknown or polysemous words in context.",9,2,202,N,"To our knowledge, our system is the first one aimed at building semantic lexicons from raw text without using any additional semantic knowledge.",9,3,203,N,The only lexical knowledge used by our parser is a part-of-speech dictionary for syntactic processing.,TRUE,"13,14",TRUE,200,Conclusions,5
W97-1307,"The present algorithm thus provides an interesting case of what happens with extremely poor syntactic input , even poorer than in Kennedy and Boguraev 1996 's system .",Kennedy and Boguraev 1996,115,CoCoGM,CoCoGM,UNK,16,TRUE,5,#b9,bibr,Kennedy and Boguraev's (1996),,,,,,,,,,,,8,-2,69,N,The nondestructive option has been implemented in a more recent system.,8,-1,70,N,"These basic steps of ""COLLECT, FILTER, and ORDER by salience"" are analogous to Lappin and Leass's (1994) pronoun resolution algorithm, but each step in FASTUS relies on considerably poorer syntactic input.",8,0,71,N,"The present algorithm thus provides an interesting case of what happens with extremely poor syntactic input, even poorer than in Kennedy and Boguraev's (1996) system.",8,1,72,N,This comparison will be discussed later.,TRUE,16,TRUE,71,• Sort Consistency:,UNKNOW SECTION NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W98-0504,"Recently , 
Kruijff 1997 has given a categorial-style formulation of these ordering rules .",Kruijff 1997,116,CoCoGM,CoCoGM,UNK,10,TRUE,5,,bibr,Kruijff (1997),,,,,,,,,,,,8,-2,31,N,"Functional Generative Description (Sgall et al., 1986) assumes a language-independent underlying order, which is represented as a projective dependency tree.",8,-1,32,N,This abstract representation of the sentence is mapped via ordering rules to the concrete surface realization.,8,0,33,N,"Recently, Kruijff (1997) has given a categorialstyle formulation of these ordering rules.",8,1,34,N,"He assumes associative categorial operators, permuting the arguments to yield the surface ordering.",TRUE,10,TRUE,33,I I,UNKNOW SECTION NUMBER,8,2,35,N,"One difference to our proposal is that we argue for a representational account of word order (based on valid structures representing word order), eschewing the non-determinism introduced by unary categorial operators; the second difference is the avoidance of an underlying structure, which stratifies the theory and makes incremental processing difficult.",8,3,36,N,"Meaning-Text Theory (Melc'flk, 1988) assumes seven strata of representation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W98-1111,"There is another approach to language identification , which has a certain amount in common with ours , described in a patent by Martino and Paulsen 1996 .",Paulsen 1996,120,CoCoGM,CoCoGM,UNK,8,TRUE,5,#b4,bibr,Martino and Paulsen (1996),,,,,,,,,,,,5,-2,129,N,The classification algorithm described above was originally developed in response to Sibun and Spitz's work.,5,-1,130,N,"There is another approach to language identification, which has a certain   Incorrect  1560  6  128  7  37  9  18  2  5  1  5  1  2  0  2  0  1  0  3  0  1  0  2  0  2  0  1  0  7  0   All  1566  135  46  20  6  6  2  2  1  3  1  2  2 1 7  Incorrect  173  0  22  0  31  1  45  3  34  4  65  8  73  4  83  3  84  3  89  2  84  0  128  1  131  0  175  1  253  0   All  173  22  32  48  38  73  77  86  87  91  84  129  131  176  253   Table",5,0,131,N,"6: Categories remaining at end of input (genre identification) amount in common with ours, described in a patent by Martino and Paulsen (1996).",5,1,132,N,"Their approach is to build tables of the most frequent words in each language, and assign them a normalised score, based on the frequency of occurrence of the word in one language compared to the total across all the languages.",TRUE,8,TRUE,131,A further comparison,3.3,5,2,133,N,Only the most frequent words for each language are used.,5,3,134,N,"The algorithm works by accumulating scores, until a preset number of words has been read or a minimum score has been reached.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W99-0206,A lot of work has been done in Japanese pronoun resolution Kameyama 1986 Yamamura et al. 1992 Walker et al. 1994 Takada and Doi 1994 Nakaiwa and Ikehara 1995 .,Nakaiwa and Ikehara 1995,129,CoCoGM,CoCoGM,UNK,0,FALSE,5,,bibr,(Kameyama 86),,,,,,,,,,,,0,-2,8,N,"For example, if the system cannot resolve zero pronouns 1, it cannot translate sentences containing them from Japanese into English.",0,-1,9,N,"When the word order of sentences is changed and the pronominalized words are changed in translation into English, the system must detect the referents of the pronouns.",0,0,10,N,A lot of work has been done in Japanese pronoun resolution (Kameyama 86) (Yamamuraet al. 92) (Walker et al. 94) (Takada & Doi 94) (Nakaiwa & Ikehara 95).,0,1,11,N,The main distinguishing features of our work are as follows:,TRUE,"0,1,2,3,4",TRUE,10,Overview,1,0,2,12,N,•,0,3,13,N,"In conventional pronoun resolution methods, semantic markers have been used for semantic constraints.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W99-0605,Knight and Graehls Knight and Graehl 1998 proposed a Japanese - English transliteration method based on the mapping probability between English and Japanese katakana sounds .,Knight and Graehl 1998,137,CoCoGM,CoCoGM,UNK,7,TRUE,3,#b14,bibr,Knight and Graehl (1998),,,,,,,,,,,,4,-2,27,N,"For problem (2), we use ""transliteration"" (Chen et al., 1998;Knight and Graehl, 1998;Wan and Verspoor, 1998).",4,-1,28,N,"Chen et al. (1998) and Wan and Verspoor (1998) proposed English-Chinese transliteration methods relying on the property of the Chinese phonetic system, which cannot be directly applied to transliteration between English and Japanese.",4,0,29,N,Knight and Graehl (1998) proposed a Japanese-English transliteration method based on the mapping probability between English and Japanese katakana sounds.,4,1,30,N,"However, since their method needs large-scale phoneme inventories, we propose a simpler approach using surface mapping between English and katakana characters, rather than sounds.",TRUE,7,TRUE,29,Introduction,1,4,2,31,N,"Section 2 overviews our CLIR system, and Section 3 elaborates on the translation module focusing on compound word translation and transliteration.",4,3,32,N,Section 4 then evaluates the effectiveness of our CLIR system by way of the standardized IR evaluation method used in TREC programs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00-1031,The Penn Treebank results reported here for the Markov model approach are at least equivalent to those reported for the Maximum Entropy approach in Ratnaparkhi 1996 .,Ratnaparkhi 1996,140,CoCoR0,CoCoR0,UNK,12,TRUE,3,#b7,bibr,"(Ratnaparkhi, 1996)",4,-2,23,N,The aim of this paper is to give a detailed account of the techniques used in TnT.,4,-1,24,N,"Additionally, we present results of the tagger on the NEGRA corpus (Brants et al., 1999) and the Penn Treebank (Marcus et al., 1993).",4,0,25,N,"The Penn Treebank results reported here for the Markov model approach are at least equivalent to those reported for the Maximum Entropy approach in (Ratnaparkhi, 1996).",4,1,26,N,"For a comparison to other taggers, the reader is referred to (Zavrel and Daelemans, 1999).",TRUE,12,TRUE,25,Introduction,1,"According to current tagger comparisons Halteren et al. 1998 , Zavrel and Daelemans 1999 , and according to a comparsion of the results presented here with those in Ratnaparkhi 1996 , the Maximum Entropy framework seems to be the only other approach yielding comparable results to the one presented here .",Ratnaparkhi 1996,189,CoCoR0,CoCoR0,UNK,27,TRUE,170,#b7,bibr,"(Ratnaparkhi, 1996)",16,-2,180,N,They do so for several other corpora as well.,16,-1,181,N,The architecture remains applicable to a large variety of languages.,16,0,182,N,"According to current tagger comparisons (van Halteren et al., 1998;Zavrel and Daelemans, 1999), and according to a comparsion of the results presented here with those in (Ratnaparkhi, 1996), the Maximum Entropy framework seems to be the only other approach yielding comparable results to the one presented here.",16,1,183,N,"It is a very interesting future research topic to determine the advantages of either of these approaches, to find the reason for their high accuracies, and to find a good combination of both.",16,2,184,N,"TnT is freely available to universities and related organizations for research purposes (see http ://www. coli. uni-sb, de/-thorsten/tnt).",16,3,185,N,"like to thank all the people who took the effort to annotate the Penn Treebank, the Susanne Corpus, the Stuttgarter Referenzkorpus, the NEGRA Corpus, the Verbmobil Corpora, and several others.",TRUE,"25,26,27",TRUE,182,Conclusion,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A94-1009,"Similar results are presented by Merialdo 1994 , who describes experiments to compare the effect of training from a hand-tagged corpora and using the Baum-Welch algorithm with various initial conditions .",Merialdo 1994,142,CoCoR0,CoCoR0,UNK,15,TRUE,3,#b12,bibr,Merialdo (1994),10,-2,146,N,"If neither training corpus nor lexicon are available, use BW re-estimation with standard convergence tests such as perplexity.",10,-1,147,N,"Without a lexicon, some initial biasing of the transitions is needed if good results are to be obtained.",10,0,148,N,"Similar results are presented by Merialdo (1994), who describes experiments to compare the effect of training from a hand-tagged corpora and using the Baum-Welch algorithm with various initial conditions.",10,1,149,N,"As in the experiments above, BW reestimation gave a decrease in accuracy when the starting point was derived from a significant amount of hand-tagged text.",TRUE,15,TRUE,148,Discussion,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2,150,N,"In addition, although Merialdo does not highlight the point, BW re-estimation starting from less than 5000 words of hand-tagged text shows early maximum behaviour.",10,3,151,N,"Merialdo's conclusion is that taggers should be trained using as much hand-tagged text as possible to begin with, and only then applying BW re-estimation with untagged text.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C00-1018,"On the other hand , the efficiency gains are not as big as those reported by Rayner and Carter 1996 ( but note that we cannot measure parsing times alone , so we need to compare to their speed-up factor of 10 ) .",Rayner and Carter 1996,145,CoCoR0,CoCoR0,UNK,17,TRUE,3,#b15,bibr,"Rayner and Samuelsson, 1994.",12,-2,149,N,"They induce a grammar from a treebank, while I propose to annotate the grammar based on all solutions it produces.",12,-1,150,N,"No criteria for tree decomposition and category specialization are needed here, and the standard parsing algorithm can be used.",12,0,151,N,"On the other hand, the e ciency gains are not as big as those reported by Rayner and Samuelsson, 1994.",,,,,,TRUE,17,TRUE,151,Genre Adaptation,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C00-2124,"This is different from the combination results presented in Van Halteren et al. Halteren et al. 1998 , in which pairwise voting performed best .",Halteren et al. 1998,148,CoCoR0,CoCoR0,UNK,17,TRUE,3,#b15,bibr,Halteren et al. 1998,12,-2,150,N,All combinations improve the results of the best individual classi er.,12,-1,151,N,The best results were obtained with a memory-based stacked classier.,12,0,152,N,This is di erent from the combination results presented in Van Halteren et al. 1998 Argamon et al. 1999 -91.6 91.6 91.6 Table,12,1,153,N,3: The overall performance of the majority voting combination of our best ve systems selected on tuning data performance applied to the standard data set put forward by Ramshaw and Marcus 1995 together with an overview of earlier work.,TRUE,"17,18",TRUE,152,Results 4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2,154,N,"The accuracy scores indicate how often a word was classi ed correctly with the representation used O, C or IOB1.",12,3,155,N,The combined system outperforms all earlier reported results for this data set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C96-1082,"Results using top down prediction of possible word hypotheses by the parser - work inspired by Kita et al. 1989 - have already been published in Hauenstein and Weber 1994a , Hauenstein and Weber 1994 , Weber 1994 , and Weber 1995 .",Weber 1994,158,CoCoR0,CoCoR0,UNK,8,FALSE,3,,bibr,(Kita et. al. 1989,3,-2,78,N,"This evaluation method is much harder than standard word accuracy, but it appears to be a good approximation to ""rule accuracy"".",3,-1,79,N,"Using this strict method we achieved a word accuracy of 47%, which is quite promising.",3,0,80,N,"Results using top down prediction of possible word hypotheses by the parser work inspired by (Kita et. al. 1989) have already been published in (Hauenstein and Weber 1994a; ltmlenstein and Weber 1994b), (Weber 1994a), and (Weber 1995).",3,1,81,N,Recognition rates had been improved there for read speech.,TRUE,"8,9,10",TRUE,80,Experimental Results,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,82,N,In spontaneous speech we could not achieve the same effects.,,,,,,Hauenstein and Weber 1994a,216,CoCoR0,CoCoR0,UNK,9,TRUE,203,bibr,(Weber 1994a),Weber 1995,234,CoCoR0,CoCoR0,UNK,10,TRUE,222,bibr,(Weber 1995),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P00-1061,A comparison of the performance gain due to grammar lexicalization shows that our results are on a par with that reported in Charniak 1997 .,Charniak 1997,161,CoCoR0,CoCoR0,UNK,28,TRUE,3,#b1,bibr,Charniak (1997),20,-2,135,N,"However, the gain achieved by Beil et al. (1999) due to grammar lexicalizaton is only 2%, compared to about 10% in our case.",20,-1,136,N,"A comparison is di cult also for most other state-of-theart PCFG-based statistical parsers, since di erent training and test data, and most importantly, di erent e v aluation criteria were used.",20,0,137,N,A comparison of the performance gain due to grammar lexicalization shows that our results are on a par with that reported in Charniak (1997).,,,,,,TRUE,28,TRUE,137,Discussion,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P88-1015,"This result challenges the claims of recent discourse theories Grosz and Sidner 1986, Reichman 1985 which argue for a the close relation between cue words and discourse structure .",Reichman 1985,162,CoCoR0,CoCoR0,UNK,0,TRUE,3,,bibr,Grosz and Sidner (5),0,-2,9,N,"In the cue words approach, Reichman'(10) has claimed that phrases like ""because"", ""so"", and ""but"" offer explicit information to listeners about how the speaker's current contribution to the discourse relates to what has gone previously.",0,-1,10,N,"For example a speaker might use the expression ""so"" to signal that s/he is about to conclude what s/he has just said.",0,0,11,N,Grosz and Sidner (5) relate the use of such phrases to changes in attentional state.,0,1,12,N,"An example would be that ""and"" or ""but"" signal to the listener that a new topic and set of referents is being introduced whereas ""anyway"" and ""in any case"" indicate a return to a previous topic and referent set.",TRUE,0,TRUE,11,Introduction,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,13,N,A second indirect way of signalling discourse structure is intonation.,0,3,14,N,Hirschberg and Pierrehumbert (7) showed that intonational contour is closely related to discourse segmentation with new topics being signalled by changes in intonational contour.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
